"screen_time_hours","social_media_platforms_used","hours_on_TikTok","sleep_hours","stress_level","mood_score","social_media_category","screen_time_category","sleep_quality","digital_intensity","mental_health_indicator","digital_habits_score","mental_health_score"
2.4,5,0.9,8,4,10,"High","Low","Good",0,0,0.4175,16
6.6,3,3.7,8.5,5,10,"Medium","Medium","Good",0,0,0.554166666666667,15
4.2,3,1.4,8.8,4,10,"Medium","Medium","Good",0,0,0.378333333333333,16
5.7,1,3.4,9.6,3,10,"Low","Medium","Good",0,0,0.391666666666667,17
9.8,5,4.9,10,6,10,"High","High","Good",1,0,0.830833333333333,14
6.9,3,2.6,8.4,6,10,"Medium","Medium","Good",0,0,0.518333333333333,14
7.8,3,3.4,8.2,7,9,"Medium","Medium","Good",0,0,0.581666666666667,12
5.1,4,1.5,10,2,10,"High","Medium","Good",0,0,0.4725,18
5,5,1.7,9.2,4,10,"High","Medium","Good",0,0,0.5375,16
6.3,3,1.4,8.2,5,10,"Medium","Medium","Good",0,0,0.448333333333333,15
4,1,2.1,8.8,4,10,"Low","Medium","Good",0,0,0.280833333333333,16
3.4,5,0.8,8.4,5,10,"High","Low","Good",0,0,0.446666666666667,15
3.3,2,0.8,8.7,2,10,"Low","Low","Good",0,0,0.263333333333333,18
6.1,1,2.6,9.8,3,10,"Low","Medium","Good",0,0,0.371666666666667,17
6,5,1.8,8.6,6,10,"High","Medium","Good",0,0,0.575,14
9.2,5,4.3,8.1,7,10,"High","High","Good",1,0,0.785833333333333,13
7.3,4,4.1,8.1,8,10,"High","Medium","Good",1,1,0.654166666666667,12
3.7,4,1,9.8,1,10,"High","Low","Good",0,0,0.405,19
6.4,1,1.5,9.6,3,10,"Low","Medium","Good",0,0,0.335833333333333,17
7.7,4,3.4,8.1,6,8,"High","Medium","Good",1,0,0.638333333333333,12
4.9,4,2.2,8.1,6,10,"High","Medium","Good",0,0,0.495,14
4.7,5,2.4,8.2,4,10,"High","Medium","Good",0,0,0.556666666666667,16
5.9,5,2.5,9,6,10,"High","Medium","Good",0,0,0.600833333333333,14
6.4,1,2.6,9.5,4,10,"Low","Medium","Good",0,0,0.381666666666667,16
6.3,3,1.4,10,2,10,"Medium","Medium","Good",0,0,0.448333333333333,18
6.6,4,2.4,8.1,6,9,"High","Medium","Good",1,0,0.56,13
5.3,3,3,9,3,10,"Medium","Medium","Good",0,0,0.481666666666667,17
6.9,5,1.8,8,6,10,"High","Medium","Good",1,0,0.605,14
6.4,4,3.8,9,3,10,"High","Medium","Good",1,0,0.611666666666667,17
4.8,3,2.1,9,4,10,"Medium","Medium","Good",0,0,0.4275,16
4.6,5,2.7,8.4,4,10,"High","Medium","Good",0,0,0.565833333333333,16
6.2,2,3.1,9.4,5,10,"Low","Medium","Good",0,0,0.455833333333333,15
6.7,4,2.4,8.2,4,10,"High","Medium","Good",1,0,0.563333333333333,16
8.3,3,4.6,9.7,7,10,"Medium","High","Good",0,0,0.648333333333333,13
6.3,3,2.2,9.9,4,10,"Medium","Medium","Good",0,0,0.481666666666667,16
6.2,1,1.3,8.1,5,10,"Low","Medium","Good",0,0,0.320833333333333,15
5.7,1,2.6,8.4,5,10,"Low","Medium","Good",0,0,0.358333333333333,15
7.7,5,4.5,9.6,4,10,"High","Medium","Good",1,0,0.744166666666667,16
8.8,1,4.4,8.7,7,9,"Low","High","Good",0,0,0.536666666666667,12
5,3,1.4,9.5,2,10,"Medium","Medium","Good",0,0,0.405,18
2,5,1.1,8.5,4,10,"High","Low","Good",0,0,0.4125,16
2.7,1,1.5,9.3,1,10,"Low","Low","Good",0,0,0.2125,19
3.7,1,1.7,10,3,10,"Low","Low","Good",0,0,0.254166666666667,17
6.7,2,2.6,8.2,6,10,"Low","Medium","Good",0,0,0.451666666666667,14
6.3,3,2.1,9.5,4,10,"Medium","Medium","Good",0,0,0.4775,16
9.1,2,3.7,9.2,7,10,"Low","High","Good",0,0,0.5775,13
4.7,1,2.5,9.2,4,10,"Low","Medium","Good",0,0,0.320833333333333,16
8,3,1.8,9.2,4,10,"Medium","High","Good",0,0,0.521666666666667,16
7.7,4,2.4,8.7,6,10,"High","Medium","Good",1,0,0.596666666666667,14
6.1,4,2.7,10,4,10,"High","Medium","Good",1,0,0.555833333333333,16
5,5,2.5,8,6,10,"High","Medium","Good",0,0,0.570833333333333,14
6,5,1.4,8.7,4,10,"High","Medium","Good",0,0,0.558333333333333,16
8.5,1,4,8,7,9,"Low","High","Good",0,0,0.51,12
8.3,5,2.2,8.9,3,10,"High","High","Good",1,0,0.668333333333333,17
6,2,1.2,9,3,10,"Low","Medium","Good",0,0,0.37,17
7.6,4,4.4,10,5,10,"High","Medium","Good",1,0,0.676666666666667,15
4.5,3,1,8.8,3,10,"Medium","Medium","Good",0,0,0.371666666666667,17
8.5,3,3.3,9.2,6,10,"Medium","High","Good",0,0,0.600833333333333,14
6.3,2,2.5,9.5,3,10,"Low","Medium","Good",0,0,0.434166666666667,17
4.6,1,2.1,8.2,6,10,"Low","Medium","Good",0,0,0.300833333333333,14
4.3,2,1.5,8.7,3,10,"Low","Medium","Good",0,0,0.325833333333333,17
5.9,5,2,8.1,7,10,"High","Medium","Good",0,0,0.58,13
7.2,5,3.8,8.6,6,10,"High","Medium","Good",1,0,0.698333333333333,14
6.6,2,3.7,9.8,3,10,"Low","Medium","Good",0,0,0.494166666666667,17
3.7,5,1,8,2,10,"High","Low","Good",0,0,0.465,18
6.3,1,3.3,8.4,7,10,"Low","Medium","Good",0,0,0.4075,13
4.9,4,2.9,8.2,5,10,"High","Medium","Good",0,0,0.524166666666667,15
2.7,4,0.9,8.1,5,10,"High","Low","Good",0,0,0.3675,15
5.4,2,2.4,8,7,10,"Low","Medium","Good",0,0,0.4,13
5.8,3,2.2,8.9,6,10,"Medium","Medium","Good",0,0,0.465,14
5.7,3,1.3,8.9,4,10,"Medium","Medium","Good",0,0,0.424166666666667,16
7.5,4,2.2,10,1,10,"High","Medium","Good",1,0,0.581666666666667,19
2.6,1,0.7,8,5,10,"Low","Low","Good",0,0,0.175833333333333,15
2.7,1,1,8.2,3,10,"Low","Low","Good",0,0,0.191666666666667,17
2.7,2,0.9,8.3,5,10,"Low","Low","Good",0,0,0.2475,15
6.3,5,1.3,8.9,5,10,"High","Medium","Good",1,0,0.564166666666667,15
9,3,5.2,9.2,7,8,"Medium","High","Good",0,0,0.696666666666667,11
1.9,3,0.8,8.2,2,10,"Medium","Low","Good",0,0,0.276666666666667,18
8.5,3,3.7,8.9,7,10,"Medium","High","Good",0,0,0.6175,13
5.5,3,3.2,8,6,10,"Medium","Medium","Good",0,0,0.496666666666667,14
7.2,2,3.4,9.5,6,10,"Low","Medium","Good",0,0,0.501666666666667,14
6.8,2,2.1,8.1,4,10,"Low","Medium","Good",0,0,0.434166666666667,16
9.4,4,5,8.3,7,10,"High","High","Good",1,0,0.761666666666667,13
4.3,3,2.2,8.7,4,10,"Medium","Medium","Good",0,0,0.415,16
8.5,5,3,8.9,5,10,"High","High","Good",1,0,0.708333333333333,15
8.1,3,2.6,9,6,10,"Medium","High","Good",0,0,0.558333333333333,14
7.5,4,3.6,9,7,10,"High","Medium","Good",1,0,0.64,13
7.9,1,2.2,8.2,5,10,"Low","Medium","Good",0,0,0.415,15
1.5,2,0.6,8.3,2,10,"Low","Low","Good",0,0,0.195,18
9.3,5,4.3,8.1,9,10,"High","High","Good",1,1,0.789166666666667,11
5.3,3,2.8,10,3,10,"Medium","Medium","Good",0,0,0.473333333333333,17
5.3,2,1.3,8.7,4,10,"Low","Medium","Good",0,0,0.350833333333333,16
6.3,1,3.6,8,5,10,"Low","Medium","Good",0,0,0.42,15
3.7,5,1.4,8.3,3,10,"High","Low","Good",0,0,0.481666666666667,17
7.3,3,3.3,8,4,10,"Medium","Medium","Good",0,0,0.560833333333333,16
2.7,1,1.2,8.6,2,10,"Low","Low","Good",0,0,0.2,18
7.1,1,2.6,9,4,10,"Low","Medium","Good",0,0,0.405,16
5.2,3,1.7,8.4,3,10,"Medium","Medium","Good",0,0,0.424166666666667,17
7.9,2,3.8,8.8,6,10,"Low","Medium","Good",0,0,0.541666666666667,14
4.8,1,1.7,10,3,10,"Low","Medium","Good",0,0,0.290833333333333,17
9.4,2,3.7,8.8,8,10,"Low","High","Good",0,1,0.5875,12
5,1,2.5,8.4,2,10,"Low","Medium","Good",0,0,0.330833333333333,18
7.8,1,3.9,10,5,9,"Low","Medium","Good",0,0,0.4825,14
4.1,1,1.6,8,4,10,"Low","Medium","Good",0,0,0.263333333333333,16
4.6,4,1.7,10,1,10,"High","Medium","Good",0,0,0.464166666666667,19
8.4,4,4.4,8.6,7,10,"High","High","Good",1,0,0.703333333333333,13
8.9,2,5.3,8.4,8,10,"Low","High","Good",0,1,0.6375,12
8,1,2.2,10,4,10,"Low","High","Good",0,0,0.418333333333333,16
4.2,2,1.7,8.5,3,10,"Low","Medium","Good",0,0,0.330833333333333,17
6.1,2,1.4,8.4,4,10,"Low","Medium","Good",0,0,0.381666666666667,16
6.3,2,3.4,9.7,5,10,"Low","Medium","Good",0,0,0.471666666666667,15
8.7,5,3.7,8,7,8,"High","High","Good",1,0,0.744166666666667,11
5.2,5,1.3,8.9,5,10,"High","Medium","Good",0,0,0.5275,15
6,1,2.1,10,4,10,"Low","Medium","Good",0,0,0.3475,16
4.7,1,2,8.5,5,10,"Low","Medium","Good",0,0,0.3,15
3.8,4,1.5,8.8,4,10,"High","Low","Good",0,0,0.429166666666667,16
7.9,2,3,8.1,5,10,"Low","Medium","Good",0,0,0.508333333333333,15
5.4,2,1.3,9.1,2,10,"Low","Medium","Good",0,0,0.354166666666667,18
4.5,4,2,10,3,10,"High","Medium","Good",0,0,0.473333333333333,17
9.7,5,3.4,8.4,6,10,"High","High","Good",1,0,0.765,14
4.9,4,1.6,8,4,10,"High","Medium","Good",0,0,0.47,16
5.9,3,1.4,8.9,5,10,"Medium","Medium","Good",0,0,0.435,15
6.2,2,3.4,10,4,10,"Low","Medium","Good",0,0,0.468333333333333,16
8.9,4,2.1,8,6,9,"High","High","Good",1,0,0.624166666666667,13
8.6,2,1.9,9.2,3,10,"Low","High","Good",0,0,0.485833333333333,17
10.6,2,3.3,8.6,6,9,"Low","High","Good",0,0,0.610833333333333,13
3.7,1,1.8,8.2,4,10,"Low","Low","Good",0,0,0.258333333333333,16
6,1,2.2,8.8,5,10,"Low","Medium","Good",0,0,0.351666666666667,15
5.4,2,3.1,8.6,4,10,"Low","Medium","Good",0,0,0.429166666666667,16
8.3,3,2.5,8.5,5,10,"Medium","High","Good",0,0,0.560833333333333,15
8.3,4,2.8,8.3,5,10,"High","High","Good",1,0,0.633333333333333,15
5.5,3,2.4,8.9,6,10,"Medium","Medium","Good",0,0,0.463333333333333,14
5.5,4,1.3,9.5,3,10,"High","Medium","Good",0,0,0.4775,17
4.9,4,1.7,8.3,5,10,"High","Medium","Good",0,0,0.474166666666667,15
4.2,2,2.2,8.3,4,10,"Low","Medium","Good",0,0,0.351666666666667,16
5.9,3,1.4,8.1,4,10,"Medium","Medium","Good",0,0,0.435,16
6.4,5,1.6,8.1,5,10,"High","Medium","Good",1,0,0.58,15
10.8,5,6.2,8.1,7,7,"High","High","Good",1,0,0.918333333333333,10
1.3,2,0.5,8.5,2,10,"Low","Low","Good",0,0,0.184166666666667,18
5.9,5,3.4,9.1,5,10,"High","Medium","Good",0,0,0.638333333333333,15
5.3,1,2.7,8.1,5,10,"Low","Medium","Good",0,0,0.349166666666667,15
3.5,3,1,8.4,1,10,"Medium","Low","Good",0,0,0.338333333333333,19
7.4,5,3.3,10,3,10,"High","Medium","Good",1,0,0.684166666666667,17
6.9,5,2.3,8.5,6,10,"High","Medium","Good",1,0,0.625833333333333,14
4.8,4,1.5,9.6,2,10,"High","Medium","Good",0,0,0.4625,18
8.1,3,2.4,8.9,5,10,"Medium","High","Good",0,0,0.55,15
6.7,1,3.7,8.3,5,9,"Low","Medium","Good",0,0,0.4375,14
5.3,1,2.3,9,3,10,"Low","Medium","Good",0,0,0.3325,17
3.6,5,1.2,10,1,10,"High","Low","Good",0,0,0.47,19
4.3,2,1.2,8.4,5,10,"Low","Medium","Good",0,0,0.313333333333333,15
3,5,0.8,8,3,10,"High","Low","Good",0,0,0.433333333333333,17
5.2,2,2.2,8.6,4,10,"Low","Medium","Good",0,0,0.385,16
3.4,2,1.7,9.1,2,10,"Low","Low","Good",0,0,0.304166666666667,18
9.2,5,3.9,8.9,8,8,"High","High","Good",1,1,0.769166666666667,10
4.5,1,1.5,8.8,4,10,"Low","Medium","Good",0,0,0.2725,16
8.1,4,3.3,8.5,6,10,"High","High","Good",1,0,0.6475,14
7.5,5,2.8,8.6,7,10,"High","Medium","Good",1,0,0.666666666666667,13
7.5,3,2,9.8,3,10,"Medium","Medium","Good",0,0,0.513333333333333,17
5.2,4,1.5,10,3,10,"High","Medium","Good",0,0,0.475833333333333,17
5.6,5,2.8,10,4,10,"High","Medium","Good",0,0,0.603333333333333,16
8.5,4,2.9,9,5,10,"High","High","Good",1,0,0.644166666666667,15
8.1,1,2,10,1,10,"Low","High","Good",0,0,0.413333333333333,19
8.3,2,2.9,8.9,5,10,"Low","High","Good",0,0,0.5175,15
5.7,4,1.3,10,3,10,"High","Medium","Good",0,0,0.484166666666667,17
5.8,1,1.9,8.6,5,10,"Low","Medium","Good",0,0,0.3325,15
5.8,5,2.5,10,3,10,"High","Medium","Good",0,0,0.5975,17
5.8,2,1.7,9.6,3,10,"Low","Medium","Good",0,0,0.384166666666667,17
3.5,5,1.2,8.9,1,10,"High","Low","Good",0,0,0.466666666666667,19
2.8,5,1.1,8,3,10,"High","Low","Good",0,0,0.439166666666667,17
4.3,5,1,8.7,5,10,"High","Medium","Good",0,0,0.485,15
6.4,2,3.1,8.3,6,10,"Low","Medium","Good",0,0,0.4625,14
3.4,1,0.9,8.7,2,10,"Low","Low","Good",0,0,0.210833333333333,18
4.6,1,2.4,9,3,10,"Low","Medium","Good",0,0,0.313333333333333,17
8.8,2,3.2,8.1,6,9,"Low","High","Good",0,0,0.546666666666667,13
5.1,4,1.8,8.4,4,10,"High","Medium","Good",0,0,0.485,16
4.2,2,2.1,8.1,5,10,"Low","Medium","Good",0,0,0.3475,15
5.7,3,2.8,10,4,10,"Medium","Medium","Good",0,0,0.486666666666667,16
3.8,1,1.8,8.2,2,10,"Low","Low","Good",0,0,0.261666666666667,18
5.2,2,1.6,8.1,6,10,"Low","Medium","Good",0,0,0.36,14
4.3,5,1,8.1,5,10,"High","Medium","Good",0,0,0.485,15
8.8,1,3.8,8.6,6,10,"Low","High","Good",0,0,0.511666666666667,14
5.5,2,2.2,8.9,4,10,"Low","Medium","Good",0,0,0.395,16
8.9,4,2.6,8.3,6,10,"High","High","Good",1,0,0.645,14
4.2,1,1.6,8,6,10,"Low","Medium","Good",0,0,0.266666666666667,14
4.4,2,1.9,8.5,1,10,"Low","Medium","Good",0,0,0.345833333333333,19
6.1,2,3.3,8.1,6,10,"Low","Medium","Good",0,0,0.460833333333333,14
6.4,2,1.5,10,4,10,"Low","Medium","Good",0,0,0.395833333333333,16
6.7,3,3.3,10,3,10,"Medium","Medium","Good",0,0,0.540833333333333,17
7,3,3.2,8.1,6,10,"Medium","Medium","Good",0,0,0.546666666666667,14
1.7,4,1,8.3,4,10,"High","Low","Good",0,0,0.338333333333333,16
5.3,5,2.3,8.6,4,10,"High","Medium","Good",0,0,0.5725,16
5.7,5,3,9.2,5,10,"High","Medium","Good",0,0,0.615,15
4.1,4,1.3,8,5,10,"High","Medium","Good",0,0,0.430833333333333,15
5.6,1,2.4,10,4,10,"Low","Medium","Good",0,0,0.346666666666667,16
7.5,5,1.5,8.1,3,10,"High","Medium","Good",1,0,0.6125,17
3.1,1,1.1,8.8,3,10,"Low","Low","Good",0,0,0.209166666666667,17
4.3,3,1.4,9.6,2,10,"Medium","Medium","Good",0,0,0.381666666666667,18
7.4,2,3.1,8.9,4,10,"Low","Medium","Good",0,0,0.495833333333333,16
11.3,2,4.2,9.5,7,10,"Low","High","Good",0,0,0.671666666666667,13
4.7,3,2.3,8.8,4,10,"Medium","Medium","Good",0,0,0.4325,16
6.7,5,3.3,8,6,10,"High","Medium","Good",1,0,0.660833333333333,14
3.8,1,1,8.6,3,10,"Low","Low","Good",0,0,0.228333333333333,17
9.7,3,4.5,8.3,6,6,"Medium","High","Good",0,0,0.690833333333333,10
7.3,2,2.1,8.6,6,10,"Low","Medium","Good",0,0,0.450833333333333,14
6,3,1.4,8.8,3,10,"Medium","Medium","Good",0,0,0.438333333333333,17
5.5,5,2.5,8.6,6,10,"High","Medium","Good",0,0,0.5875,14
7.3,2,2.1,8.1,6,10,"Low","Medium","Good",0,0,0.450833333333333,14
3.2,2,0.7,9.2,3,10,"Low","Low","Good",0,0,0.255833333333333,17
9.5,3,2.6,9.4,6,10,"Medium","High","Good",0,0,0.605,14
6.8,2,2.7,8.7,4,10,"Low","Medium","Good",0,0,0.459166666666667,16
5.4,2,2.2,9.6,3,10,"Low","Medium","Good",0,0,0.391666666666667,17
4.5,1,1.9,9.3,2,10,"Low","Medium","Good",0,0,0.289166666666667,18
6.3,4,3.2,8.5,5,10,"High","Medium","Good",1,0,0.583333333333333,15
9.2,1,5.2,8.9,7,10,"Low","High","Good",0,0,0.583333333333333,13
6.4,1,2.3,10,4,10,"Low","Medium","Good",0,0,0.369166666666667,16
4.9,5,2.7,8.2,4,10,"High","Medium","Good",0,0,0.575833333333333,16
5.4,3,1.5,10,3,10,"Medium","Medium","Good",0,0,0.4225,17
3.7,5,1.8,10,1,10,"High","Low","Good",0,0,0.498333333333333,19
6.6,4,3,9.5,4,10,"High","Medium","Good",1,0,0.585,16
5.4,3,2,9,4,10,"Medium","Medium","Good",0,0,0.443333333333333,16
7.2,3,3.9,8.9,6,10,"Medium","Medium","Good",0,0,0.5825,14
9.5,1,5.1,8.8,8,9,"Low","High","Good",0,1,0.589166666666667,11
4.4,5,2.2,8.7,4,10,"High","Medium","Good",0,0,0.538333333333333,16
6.3,2,2.4,8,7,10,"Low","Medium","Good",0,0,0.43,13
6.2,4,2.2,8.6,4,10,"High","Medium","Good",1,0,0.538333333333333,16
6.6,2,1.7,9.7,3,10,"Low","Medium","Good",0,0,0.410833333333333,17
6.8,2,1.7,9.2,3,10,"Low","Medium","Good",0,0,0.4175,17
5,3,2,8.5,4,10,"Medium","Medium","Good",0,0,0.43,16
8.4,5,3.4,8.8,5,10,"High","High","Good",1,0,0.721666666666667,15
6.5,5,3.3,8,7,10,"High","Medium","Good",1,0,0.654166666666667,13
5.2,1,1.2,8,4,10,"Low","Medium","Good",0,0,0.283333333333333,16
4.3,3,1.6,8.7,4,10,"Medium","Medium","Good",0,0,0.39,16
7.8,4,4,9,6,10,"High","Medium","Good",1,0,0.666666666666667,14
7.6,5,3.5,9,3,10,"High","Medium","Good",1,0,0.699166666666667,17
6.5,3,3.8,9.8,6,10,"Medium","Medium","Good",0,0,0.555,14
4.7,5,2.4,8.9,5,10,"High","Medium","Good",0,0,0.556666666666667,15
4.1,4,2.4,8.6,4,10,"High","Medium","Good",0,0,0.476666666666667,16
8.3,2,1.9,8.2,5,10,"Low","High","Good",0,0,0.475833333333333,15
4,2,2,8.2,6,10,"Low","Medium","Good",0,0,0.336666666666667,14
6.6,5,2.3,8.9,4,10,"High","Medium","Good",1,0,0.615833333333333,16
6.3,3,3.4,10,6,10,"Medium","Medium","Good",0,0,0.531666666666667,14
7.4,3,3.9,9.8,5,10,"Medium","Medium","Good",0,0,0.589166666666667,15
8.5,3,3,9,6,10,"Medium","High","Good",0,0,0.588333333333333,14
9.2,1,2.3,8.2,7,9,"Low","High","Good",0,0,0.4625,12
6.9,2,3.9,8.4,5,10,"Low","Medium","Good",0,0,0.5125,15
7.8,2,4.2,9.2,5,10,"Low","Medium","Good",0,0,0.555,15
2.6,1,0.7,8.5,2,10,"Low","Low","Good",0,0,0.175833333333333,18
6.6,4,2,9.4,6,10,"High","Medium","Good",1,0,0.543333333333333,14
7.2,2,2.1,9,5,10,"Low","Medium","Good",0,0,0.4475,15
7.1,5,3.3,9.7,2,10,"High","Medium","Good",1,0,0.674166666666667,18
5.3,1,1.2,9.7,3,10,"Low","Medium","Good",0,0,0.286666666666667,17
4.4,3,1.1,8,5,10,"Medium","Medium","Good",0,0,0.3725,15
4.7,5,2.5,8.5,3,10,"High","Medium","Good",0,0,0.560833333333333,17
8,1,3.3,10,4,10,"Low","High","Good",0,0,0.464166666666667,16
4.1,5,1.8,8.6,3,10,"High","Medium","Good",0,0,0.511666666666667,17
5.5,4,3.1,8.1,7,10,"High","Medium","Good",0,0,0.5525,13
4.4,2,2.3,8.2,4,10,"Low","Medium","Good",0,0,0.3625,16
8.9,1,2.4,8.7,5,10,"Low","High","Good",0,0,0.456666666666667,15
11.2,1,4.8,9.1,6,10,"Low","High","Good",0,0,0.633333333333333,14
6.4,4,2.1,8,5,10,"High","Medium","Good",1,0,0.540833333333333,15
4.7,1,1.6,8,6,9,"Low","Medium","Good",0,0,0.283333333333333,13
7.5,4,1.5,8.4,5,10,"High","Medium","Good",1,0,0.5525,15
5.5,2,2.9,8.3,5,10,"Low","Medium","Good",0,0,0.424166666666667,15
8.1,4,2.1,8.6,5,10,"High","High","Good",1,0,0.5975,15
3.2,5,0.7,9.9,1,10,"High","Low","Good",0,0,0.435833333333333,19
9.4,5,2.8,8,8,10,"High","High","Good",1,1,0.73,12
4,1,1.5,8.3,3,10,"Low","Medium","Good",0,0,0.255833333333333,17
5.2,4,2.3,9.1,3,10,"High","Medium","Good",0,0,0.509166666666667,17
3.4,5,1.5,9.1,2,10,"High","Low","Good",0,0,0.475833333333333,18
7.7,2,1.6,9.1,5,10,"Low","Medium","Good",0,0,0.443333333333333,15
4.1,1,1.6,10,3,10,"Low","Medium","Good",0,0,0.263333333333333,17
7,4,3.2,8.2,6,10,"High","Medium","Good",1,0,0.606666666666667,14
6.1,2,3.3,8.4,6,9,"Low","Medium","Good",0,0,0.460833333333333,13
6.9,4,3.5,9.8,3,10,"High","Medium","Good",1,0,0.615833333333333,17
5.7,4,1.8,8,3,10,"High","Medium","Good",0,0,0.505,17
3.9,3,2.1,9.1,5,10,"Medium","Low","Good",0,0,0.3975,15
8.5,3,4,9,5,10,"Medium","High","Good",0,0,0.63,15
6.1,2,1.5,8,5,10,"Low","Medium","Good",0,0,0.385833333333333,15
2.7,4,0.8,8.5,3,10,"High","Low","Good",0,0,0.363333333333333,17
5.1,5,1.8,9.4,2,10,"High","Medium","Good",0,0,0.545,18
9,3,4.1,9.4,5,10,"Medium","High","Good",0,0,0.650833333333333,15
5.6,1,2.9,9,3,10,"Low","Medium","Good",0,0,0.3675,17
5.2,5,3,9.6,5,10,"High","Medium","Good",0,0,0.598333333333333,15
9.9,1,5.5,8.6,9,9,"Low","High","Good",0,1,0.619166666666667,10
5.2,3,1.3,8,5,10,"Medium","Medium","Good",0,0,0.4075,15
6.9,2,2.1,8.3,3,10,"Low","Medium","Good",0,0,0.4375,17
6.7,3,2.4,8.2,4,10,"Medium","Medium","Good",0,0,0.503333333333333,16
3.6,2,1.3,8.8,3,10,"Low","Low","Good",0,0,0.294166666666667,17
3.1,3,1.8,9.3,3,10,"Medium","Low","Good",0,0,0.358333333333333,17
7.8,4,2.7,8.5,6,9,"High","Medium","Good",1,0,0.6125,13
6.5,5,2.3,8.5,5,10,"High","Medium","Good",1,0,0.6125,15
6.3,4,3.1,8.3,6,8,"High","Medium","Good",1,0,0.579166666666667,12
6.6,1,1.8,8.3,5,10,"Low","Medium","Good",0,0,0.355,15
5.9,2,2.8,8.7,6,10,"Low","Medium","Good",0,0,0.433333333333333,14
7,3,2.3,8.5,6,10,"Medium","Medium","Good",0,0,0.509166666666667,14
9.3,4,5.2,9,5,10,"High","High","Good",1,0,0.766666666666667,15
5.4,4,1.8,8.8,4,10,"High","Medium","Good",0,0,0.495,16
4.7,2,2.8,9.8,3,10,"Low","Medium","Good",0,0,0.393333333333333,17
6.7,3,3.6,8.3,6,10,"Medium","Medium","Good",0,0,0.553333333333333,14
3.6,2,1.9,8.5,3,10,"Low","Low","Good",0,0,0.319166666666667,17
6.4,5,3.1,9.2,4,10,"High","Medium","Good",1,0,0.6425,16
5.1,4,2.9,9.4,3,10,"High","Medium","Good",0,0,0.530833333333333,17
1.8,2,1,8.7,4,10,"Low","Low","Good",0,0,0.221666666666667,16
6.7,3,4,8.2,6,10,"Medium","Medium","Good",0,0,0.57,14
5.4,2,1.9,8.7,6,10,"Low","Medium","Good",0,0,0.379166666666667,14
4.2,3,1,9.5,3,10,"Medium","Medium","Good",0,0,0.361666666666667,17
8.8,1,2.8,8.3,5,10,"Low","High","Good",0,0,0.47,15
5.2,5,2.5,9.7,2,10,"High","Medium","Good",0,0,0.5775,18
8.5,5,3.4,8.7,5,10,"High","High","Good",1,0,0.725,15
10,4,5.5,8.3,6,8,"High","High","Good",1,0,0.8025,12
6,2,2.5,9.1,4,10,"Low","Medium","Good",0,0,0.424166666666667,16
7.9,4,3.7,9.4,7,10,"High","Medium","Good",1,0,0.6575,13
5.8,3,3,9.3,4,10,"Medium","Medium","Good",0,0,0.498333333333333,16
4.3,5,2.5,8.1,4,10,"High","Medium","Good",0,0,0.5475,16
10.1,2,5.2,8.7,5,8,"Low","High","Good",0,0,0.673333333333333,13
6.5,4,1.6,8.2,4,10,"High","Medium","Good",1,0,0.523333333333333,16
4.7,3,2,8.4,5,10,"Medium","Medium","Good",0,0,0.42,15
6.7,3,1.5,10,2,10,"Medium","Medium","Good",0,0,0.465833333333333,18
3.8,3,0.8,8.5,3,10,"Medium","Low","Good",0,0,0.34,17
9.7,5,2.8,8.2,4,10,"High","High","Good",1,0,0.74,16
8.5,1,5,9.5,6,10,"Low","High","Good",0,0,0.551666666666667,14
5.9,1,1.9,8.2,5,10,"Low","Medium","Good",0,0,0.335833333333333,15
3.1,5,1.4,8.7,3,10,"High","Low","Good",0,0,0.461666666666667,17
4.5,1,1.2,8.9,3,10,"Low","Medium","Good",0,0,0.26,17
6.7,1,3,9.7,2,10,"Low","Medium","Good",0,0,0.408333333333333,18
8.1,1,1.8,8.1,6,10,"Low","High","Good",0,0,0.405,14
7.4,5,1.8,8,6,10,"High","Medium","Good",1,0,0.621666666666667,14
4.6,3,2.3,10,3,10,"Medium","Medium","Good",0,0,0.429166666666667,17
5.4,3,2.7,8.6,5,10,"Medium","Medium","Good",0,0,0.4725,15
7.2,3,3.9,8.3,6,10,"Medium","Medium","Good",0,0,0.5825,14
7.5,4,3,8,7,10,"High","Medium","Good",1,0,0.615,13
6.8,3,3.8,8.5,6,10,"Medium","Medium","Good",0,0,0.565,14
8.7,3,3.6,8.1,7,9,"Medium","High","Good",0,0,0.62,12
7.4,5,2.7,9.2,5,10,"High","Medium","Good",1,0,0.659166666666667,15
5.8,3,3.1,9.1,5,10,"Medium","Medium","Good",0,0,0.5025,15
5.7,4,1.4,8,4,10,"High","Medium","Good",0,0,0.488333333333333,16
6.5,4,2.5,9.3,3,10,"High","Medium","Good",1,0,0.560833333333333,17
3.6,4,2,8.1,4,10,"High","Low","Good",0,0,0.443333333333333,16
5.7,5,1.5,9.4,3,10,"High","Medium","Good",0,0,0.5525,17
7.2,3,2.7,8.4,6,10,"Medium","Medium","Good",0,0,0.5325,14
5.4,5,1.6,8.2,3,10,"High","Medium","Good",0,0,0.546666666666667,17
6.1,2,1.8,8.3,3,10,"Low","Medium","Good",0,0,0.398333333333333,17
4.2,3,1.2,8.9,3,10,"Medium","Medium","Good",0,0,0.37,17
4.3,2,1.1,8.4,3,10,"Low","Medium","Good",0,0,0.309166666666667,17
9.4,5,3.8,10,4,10,"High","High","Good",1,0,0.771666666666667,16
